kod,teur,X_Lamas,Y_Lamas
1582,צומת מסדה,254868.7814,732203.3093
1583,צומת לבית זרע,254978.1184,732684.3108
1585,כניסה לשדי-תרומות (דרום),245923.61,705046.7348
1586,כניסה לשדי-תרומות (צפון),245913.0795,705397.3737
1587,צומת צמח,255277,734533
1588,כניסה לכנרת (קבוצה),254012,735321
1589,צומת שלוחות-ניר דוד,246999.9999,709063
1590,כניסה לבית ירח,254008.3593,735649.8083
1591,צומת טירת צבי,247088.1269,709358.8318
1592,כניסה לבית שאן רח ויצמן,247413,710443.9999
1593,צומת כנרת,253635.6693,736355.4383
1594,"כניסה לכנרת (מערב,מושבה)",253583.0897,736733.9998
1595,צומת בית שאן-נווה איתן,247715.0001,711649.0001
1596,כניסה לחמדיה,249363.0594,713453.4414
1597,צומת האכסניה,253182.0608,739555.4984
1599,כניסה לבית יוסף,251254,718155
1601,צומת מגדל,248241.6388,748059.1121
1603,כניסה למגדל (מערב),248076.8297,749123.8802
1605,כניסה לגינוסר,248891.0001,750502.0001
1607,צומת חוקוק,250027,752473
1609,צומת מנזר הר נחום,252025.8807,754854.2489
1611,צומת כורזים,251597.8413,756715.9402
1613,כניסה לעמיעד,251193,758947
1615,כניסה לאליפלט,251476,760772
1617,צומת כפר הנשיא,252028.9999,763948
1619,כניסה לחצור הגלילית,252476.0911,765255.1904
1621,צומת מחניים,252807,766194
1623,כניסה לאיילת השחר,253785,769740
1625,צומת יסוד המעלה,253772.9987,772382.3104
1629,"צומת כ""ח",253672.0001,781233.9999
1631,צומת גומא,253538,786082
1633,צומת קריית שמונה,253571,790795
1635,צומת המצודות,253970,791913
1637,צומת תל חי,254500.2983,793420.3811
1639,כניסה לכפר יובל,254662.0001,794242
1641,כניסה למפל התנור,253967.6201,796966.8792
1643,יישוב מטולה גבול,253029,798382
1645,כניסה למחניים,253624.9987,766379.6194
1647,כניסה למשמר הירדן,256681.5906,767550.81
1649,כניסה לגדות,258043,768807
1651,צומת גדות,258559,769023
1653,צומת בית המכס,261194.9703,768560.4385
1655,צומת נשוט,263271.6846,770117.6548
1657,צומת עין אלעלק,267751.9983,772797.751
1659,צומת השריון,269911.6899,774306.8797
1661,צומת זיוון,275145.2011,778116.4056
1663,צומת מעגן,256795.5606,734234.4386
1665,כניסה לתל קציר (צפון),257894.9999,735586
1667,כניסה להאון,258798.12,736754.059
1669,כניסה לעין גב,260334.3311,743259.7496
1671,צומת כורסי,261137.299,748132.3106
1673,צומת רמות,261239,751968
1675,צומת מעלה גמלא,262123.1996,754264.311
1677,כניסה למעגן,256511,734453
1681,כניסה לשער הגולן,257747.6188,733449.8114
1682,כניסה לגבעול,261350.2235,732891.3877
1683,צומת חמת גדר,262098,732521
1685,כניסה לכפר חרוב,262979,740644
1687,כניסה לאפיק דרום,266141,742177
1689,צומת אפיק,267072.62,742805.0001
1691,כניסה לאלי עד,270060,745340
1693,כניסה לאבני איתן,272009,746516.9999
1695,כניסה לנוב,274075,748118
1697,כניסה לחיספין,275182,748887
1699,כניסה לרמת מגשימים דרום,276046,749883
1701,צומת מגשימים,275383,749269
1703,כניסה לשמורת הר פרס,278711.4115,762541.7507
1707,צומת בראון,273927.2191,784134.3786
1709,צומת אל-רום,272680.591,786834.2517
1711,צומת יער אודם,270973.3092,792557.7489
1713,צומת מסעדה,270918.5592,793142.3097
1715,כניסה לברכת רם,271284.28,793777.0598
1717,צומת מגדל שמס (דרום),271832,795132
1718,"כניסה לנווה אטי""ב",269228.4406,796398.3797
1719,"צומת נווה אטי""ב",271044.7488,796070.9393
1721,צומת מג`דל שמס,271594.9999,796735
1723,צומת רכבל חרמון,272294,801408
1725,כניסה ליובל,256515,792240
1727,צומת הגושרים,256855.9797,792241.8778
1729,מחלף הגושרים,258387.6591,792181.8812
1731,כניסה להגושרים,258874.81,792030.4401
1733,צומת חורשת טל,259260.5751,792156.0209
1735,כניסה לדפנה,260078.3015,792543.4999
1737,כניסה לשאר ישוב (צפון),260747.1899,793066.4395
1739,כניסה לדן,261264.3409,793504.2497
1741,כניסה לשניר,262482,794481
1743,צומת שיאון,263115,795150
1747,צומת מפל סער,265925.9694,793842.0613
1749,כניסה לעין קיניא,267482,792819
1751,כניסה למחנה אורה,186270.7482,537400.8795
1753,צומת ירוחם,191518.6781,544358.1025
1755,כניסה לאורן,201732,536229
1757,צומת ירקעם,203644.9999,539396
1759,כניסה לרביבים,173913,551154.0001
1761,כניסה לצאלים,155640,568727
1763,צומת צאלים,155320.4394,569211.4984
1765,כניסה לגבולות,150246,570666
1767,צומת גבולות,145875.0916,575594.4989
1769,כניסה לירוחם (דרום),193906.6885,543742.3101
1770,צומת כרם שלום,130452,569450
1771,כניסה לכרם שלום,132647,569148
1773,כניסה לניר יצחק,138679,571527
1775,צומת צוחר (מבטחים),143071,574177
1777,צומת מגן,146012.4102,578312.8821
1779,צומת מעון,146599,580446
1781,צומת גמה,147438.3816,587911.0003
1783,צומת רעים,147907.5787,588633.1217
1785,כניסה לבארי,152199,593266
1787,כניסה לעלומים,154108.4806,595623.1219
1789,כניסה לכפר עזה,155868,598351
1791,כניסה לשדרות,161957.1984,602982.3812
1793,צומת דורות,163035.9988,604316.3809
1795,כניסה לאיבים,163183,604581
1797,כניסה לאור הנר מזרח,165063,607254.0001
1799,כניסה לברור חיל,165211,607456
1801,צומת חלץ,166188.0904,608634.1893
1803,כניסה לכוכב מיכאל,168099.0001,615940
1805,כניסה לאשכולות,166288.772,624320.4384
1807,כניסה לחצרים,173249,572545
1809,כניסה לאורים,155298,579781
1811,צומת אורים,154897.1886,580729.1883
1813,צומת מחנה אורים,157055.0001,580792
1815,כניסה לפטיש,157950.0001,580769
1817,כניסה למסלול (מערב),160986.7205,580602.9408
1819,צומת אופקים,162438,580854
1821,כניסה לפדויים,163434.6877,581221.81
1823,כניסה לאופקים,163785,581366
1825,כניסה לבטחה,165235,582076.0001
1827,כניסה לגילת רח עפרוני (מערב),166005.0001,582479
1829,כניסה למגן,146130.9192,580643.81
1831,כניסה לניר עוז,143950,582176
1833,כניסה לנירים,143435,582772
1835,כניסה לעין השלושה,143722.0009,584722.8783
1837,צומת כיסופים,144694.1616,587054.7487
1839,כניסה למשמר הנגב,172703,586494
1841,כניסה לשובל,175961.3306,591162.6901
1843,צומת לבית קמה,177538,594488
1845,כניסה לבית הגדי,163096,591895
1847,צומת זרועה,165628,594626
1849,צומת ניר משה,166859.9506,595248.9985
1851,כניסה למבועים,167190.0889,595024.1204
1853,כניסה לאשבול,168386,594086
1855,כניסה לקלחים,169607.9999,594023
1857,"כניסה לפעמי תש""ז",170877.0001,594998
1859,כניסה לשדה צבי,172667.0001,594685
1863,כניסה לדביר,183236,590945
1865,כניסה ללהב,187669,588068
1867,כניסה לדורות,166638,602228
1869,כניסה לרוחמה,170808,600325
1871,כניסה לחלץ,167305,608778
1873,כניסה לתלמים,168224,608960
1875,כניסה לשדה דוד,169847.2989,609751.6205
1877,כניסה לזוהר,171926,611736
1879,צומת ניר חן,171865.3015,613560.059
1881,כניסה לנהורה,171645.8585,614156.3808
1883,כניסה לנוגה,171488.9999,614934
1885,כניסה לעצם,171279,615900
1887,כניסה לגת,180936,615400.0001
1889,כניסה לגלאון,185429,615232
1891,כניסה לבית ניר,188430.3385,617805.9404
1893,כניסה ללוזית,189012,620913
1895,כניסה לעגור,191831.339,622485.3819
1897,כניסה לאביעזר,200374.9999,621011
1899,כניסה לרוגלית,200637.6908,620331.6193
1905,צומת עדולם,198307.9999,621272
1907,"כניסה לנתיב הל""ה",198710,621323
1908,צומת עציונה,200136.641,621653.3093
1909,צומת זנוח,201156,622669
1910,צומת צור הדסה,208921.9999,625579.9999
1911,כניסה לצור הדסה,209949.0001,625190
1913,כניסה למבוא ביתר,209847,625213
1919,כניסה לבר גיורא,207273.4094,626444.4389
1921,צומת נס הרים,207186,626718
1923,צומת אבן ספיר,214294.0596,630912.002
1925,צומת כרם,214733,630821
1927,כניסה לכסלון,206362,631562
1929,כניסה לרמת רזיאל,207503.9999,631171.0001
1931,כניסה לאיתנים,209062,631471
1933,כניסה לגבעת יערים,210301,632200
1935,צומת הר איתן - סטף,212338,631650
1937,כניסה ליבנה רח הנשיאים,176621.5436,641937.9999
1939,צומת בית גמליאל,177048,642136
1941,כניסה לגאליה (דרום),177762.0001,642855
1943,כניסה לגאליה,178505.0195,643582.9995
1945,צומת כפר גבירול,178942,644066
1951,כניסה לעקרון,183466.4487,640259.0588
1953,צומת מזכרת בתיה,184353.0904,639797.1201
1955,כניסה למזכרת בתיה,184872,639278
1957,כניסה לחולדה,188787,637357
1959,כניסה למשמר דוד,190347,635879
1963,צומת נס ציונה (צפון),181204,649360
1967,כניסה לנחלת יהודה,182202.0508,654572.5588
1969,כניסה למכון וטרינרי,182554.1221,655622.3811
1971,כניסה למכון וולקני,182860.1712,655977.2505
1973,כניסה לבית דגן,183679.1899,656804.3797
1977,כניסה לחמד,185244.2999,657739.0005
1978,כניסה לצפרייה,185666,657914
1979,כניסה לאור יהודה (מערב),186979.9494,658587.6908
1981,כניסה לנווה מונוסון (דרום),188386.1828,659069.8315
1983,צומת יהוד (מערב),188826.452,659387.243
1985,כניסה לכפר בן נון צפון,195312.9999,641790
1987,כניסה לשעלבים,194953.4415,642028.9987
1989,כניסה למשמר איילון,194848.3799,642150.2484
1991,כניסה לגזר,193247,643983
1993,כניסה לכפר שמואל,192833.861,644245.3104
1995,כניסה לבית חשמונאי,192487.9788,644419.4394
1997,כניסה לעזריה,191628,645400.0001
1999,"כניסה ליד רמב""ם",190704.6606,646009.9996
2001,"כניסה לביח""ר נשר, רמלה",189812,646691
2003,כניסה למעלה החמישה,210196,635298
2005,צומת נווה אילן,208914.4404,634606.7492
2007,כניסה לקריית יערים,209569.5275,634586.2712
2009,כניסה לאבו גוש,210938,634853
2019,צומת בן שמן-מצבה,194395.0001,651276
2021,צומת מודיעים (גימזו),194462,651187
2027,כניסה לבית נחמיה,195595,654486
2029,צומת נבלט,195568,654632
2031,כניסה לנחשונים,194868,663849
2035,כניסה לראש העין דרום,195506,665602.9999
2037,כניסה לעינת,194834,666344.9999
2039,כניסה לראש העין (צפון),194535,666659.0001
2041,צומת ראש העין,194259,666889
2043,מחלף קסם,194309,669213
2045,כניסה לחגור,194567.0803,671566.8805
2047,צומת חורשים,195083.2997,672500.6202
2049,כניסה לג`לג`וליה,195241,673324
2051,כניסה לשדה חמד,195237,673485
2053,כניסה לנווה ימין,195943,674831
2055,צומת אייל,197634.0001,679197
2057,צומת טירה,198694,682066
2059,צומת צור נתן,199213.8606,683131.9395
2061,כניסה לטייבה רח מחמוד דרוויש ד,200105,685276
2063,צומת שער אפרים,200703,687352
2069,כניסה לכפר טרומן,192200.8296,654631.7502
2071,כניסה לבית עריף,193700,654641
2083,כניסה לרמת פנקס,185093.7001,660450.8805
2085,צומת השומר,185685.1111,660357.2513
2087,צומת סביון,187510.8799,660028.9403
2089,כניסה לנווה מונוסון (צפון),187917.2208,660095.4981
2095,כניסה ליהוד,189875.5746,659301.796
2097,כניסה לגבעת השלושה,192182,667338
2098,כניסה ליכין,193055,667801
2117,כניסה לכפר נטר,186741.7509,686589.8096
2119,כניסה לאודים,186964.4511,686537.3093
2121,כניסה לבית יהושע,187449.9807,684716.8086
2123,צומת תל יצחק,188269,684699
2125,כניסה לאבן יהודה (דרום),189654.6904,684835.8808
2127,כניסה לבני דרור,190708,684925.0001
2129,צומת תל מונד,193140,685348
2131,צומת עין ורד,193604,685289
2133,כניסה לפורת,194997,685352.9999
2135,כניסה לעזריאל,196870,685815.9999
2137,כניסה לגן חיים,191608,677723
2139,כניסה לצופית,191998,678210
2141,צומת בית ברל,192251,678461
2143,כניסה לשדה ורבורג,192314,678535
2145,כניסה לרמת הכובש ישן,194045.9999,680631.9999
2151,צומת זמר,202983,696278.9999
2153,כניסה למרגה,203321,697102
2155,כניסה לימה,203368.409,697259.4409
